Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data            Data
74401.1333,74400.0333,126,4.045,9.837,4.045,10.254,2.0843,2.075,1.9938,0.8424,-0.608,4.69E-03,2.27E+00,3.2578,238,172,17,255,115
75001.1333,75000.0333,127,3.707,11.4,3.707,9.571,2.1127,2.1018,1.9879,0.8424,-0.61,3.84E-03,2.27E+00,3.261,237,174,18,255,116
75601.1333,75600.0333,128,4.05,11.55,4.05,10.258,2.0749,2.0733,1.9941,0.8449,-0.6056,3.80E-03,2.27E+00,3.2717,235,170,20,255,117
76201.1333,76200.0333,129,3.963,11.56,3.963,10.082,2.0748,2.0762,1.9889,0.845,-0.6054,3.90E-03,2.27E+00,3.2681,239,176,16,255,115
76801.1333,76800.0333,130,4.05,11.55,4.05,10.262,2.0753,2.0707,1.9949,0.8449,-0.6055,3.81E-03,2.27E+00,3.2635,238,171,17,255,115
77401.1333,77400.0333,131,3.861,13.58,3.861,9.8333,2.0744,2.0588,2.014,0.8774,-0.5555,3.83E-03,2.27E+00,3.1609,239,171,16,255,115
78001.1333,78000.0333,132,3.863,13.62,3.863,9.8339,2.0712,2.0662,2.0155,0.8782,-0.5547,4.01E-03,2.27E+00,3.1461,237,178,18,255,116
78601.1333,78600.0333,133,3.856,13.81,3.856,9.8196,2.0714,2.0648,2.0152,0.8799,-0.5495,3.99E-03,2.27E+00,3.1357,239,179,16,255,115
79201.1333,79200.0333,134,3.86,13.68,3.86,9.8307,2.0718,2.0664,2.0147,0.8785,-0.553,3.63E-03,2.27E+00,3.128,236,175,19,255,116
79801.1333,79800.0333,135,3.835,13.62,3.835,9.7804,2.0721,2.0656,2.0139,0.8777,-0.5542,3.70E-03,2.26E+00,3.1212,239,170,16,255,115
80401.1333,80400.0333,136,3.865,13.65,3.865,9.8388,2.0717,2.0653,2.0144,0.8781,-0.5537,3.70E-03,2.26E+00,3.1219,236,172,19,255,116
81001.1333,81000.0333,137,3.833,13.64,3.833,9.7761,2.0713,2.058,2.0142,0.8781,-0.5538,3.69E-03,2.26E+00,3.1122,235,176,20,255,117
81601.1333,81600.0333,138,3.924,13.68,3.924,9.9639,2.0722,2.0619,2.0136,0.8783,-0.5528,3.44E-03,2.26E+00,3.1075,236,178,19,255,116
82201.1333,82200.0333,139,3.798,13.61,3.798,9.704,2.1069,2.0969,2.015,0.8778,-0.5547,3.97E-03,2.26E+00,3.1092,238,183,17,255,115
82801.1333,82800.0333,140,3.837,13.66,3.837,9.786,2.0728,2.0612,2.0133,0.8779,-0.553,3.76E-03,2.26E+00,3.097,237,177,18,255,116
83401.1333,83400.0333,141,3.815,13.63,3.815,9.7408,2.0719,2.0608,2.0141,0.8779,-0.554,3.90E-03,2.26E+00,3.098,235,169,20,255,117
84001.1333,84000.0333,142,3.846,13.65,3.846,9.8004,2.0715,2.0613,2.0144,0.8781,-0.5537,3.91E-03,2.26E+00,3.0998,239,174,16,255,115
84601.1333,84600.0333,143,3.954,13.59,3.954,10.032,2.0729,2.0684,2.0151,0.8772,-0.555,4.17E-03,2.26E+00,3.0934,237,175,18,255,116
85201.1333,85200.0333,144,3.799,13.65,3.799,9.7078,2.0721,2.057,2.0144,0.878,-0.5536,3.72E-03,2.26E+00,3.0923,236,168,19,255,116
85801.1333,85800.0333,145,3.864,13.64,3.864,9.8412,2.0721,2.0604,2.014,0.8778,-0.5537,3.88E-03,2.26E+00,3.0974,235,168,20,255,117
86401.1333,86400.0333,146,3.861,13.64,3.861,9.8347,2.0724,2.0617,2.0132,0.8778,-0.5535,3.68E-03,2.26E+00,3.0883,239,170,16,255,115
87001.1333,87000.0333,147,3.867,13.64,3.867,9.8452,2.0726,2.0626,2.0137,0.8778,-0.5536,3.60E-03,2.26E+00,3.0897,237,174,18,255,116
87601.1333,87600.0333,148,3.876,13.63,3.876,9.8631,2.0726,2.0634,2.0135,0.8777,-0.5538,3.67E-03,2.26E+00,3.093,239,165,16,255,115
88201.1333,88200.0333,149,3.706,15.46,3.706,9.5056,2.0702,2.0572,2.0244,0.8978,-0.5109,3.59E-03,2.26E+00,3.0114,235,167,20,255,117
88801.1333,88800.0333,150,3.718,15.54,3.718,9.5308,2.0695,2.0564,2.024,0.8982,-0.5088,3.63E-03,2.25E+00,2.999,235,170,20,255,117
89401.1333,89400.0333,151,3.715,13.27,3.715,9.5249,2.0745,2.0582,2.0246,0.8974,-0.5114,4.52E-03,2.25E+00,3.0017,236,173,19,255,116
90001.1333,90000.0333,152,3.751,15.6,3.751,9.5951,2.0661,2.0473,2.0273,0.8995,-0.5084,3.81E-03,2.25E+00,2.9845,237,177,18,255,116
90601.1333,90600.0333,153,3.72,13.13,3.72,9.5351,2.0739,2.0681,2.0246,0.896,-0.5155,4.44E-03,2.25E+00,2.9791,235,171,20,255,117
91201.1333,91200.0333,154,3.679,15.64,3.679,9.4515,2.0672,2.0608,2.0255,0.8994,-0.5069,3.84E-03,2.24E+00,2.9793,238,169,17,255,115
91801.1333,91800.0333,155,3.662,15.47,3.662,9.4181,2.0681,2.0598,2.0248,0.8978,-0.5107,3.93E-03,2.24E+00,2.9656,236,174,19,255,116
92401.1333,92400.0333,156,3.666,15.48,3.666,9.4233,2.0677,2.0605,2.0254,0.8981,-0.5105,3.97E-03,2.24E+00,2.9669,237,171,18,255,116
93001.1333,93000.0333,157,3.716,15.59,3.716,9.5262,2.0678,2.0593,2.0251,0.8989,-0.5079,3.64E-03,2.24E+00,2.9654,237,170,18,255,116
93601.1333,93600.0333,158,3.707,15.55,3.707,9.5099,2.0682,2.0583,2.0246,0.8984,-0.5087,3.71E-03,2.24E+00,2.955,237,172,18,255,116
94201.1333,94200.0333,159,3.734,15.53,3.734,9.56,2.0672,2.0561,2.0254,0.8985,-0.5095,3.46E-03,2.24E+00,2.9552,237,174,18,255,116
94801.1333,94800.0333,160,3.703,15.5,3.703,9.501,2.0674,2.0585,2.0251,0.8982,-0.5101,4.28E-03,2.24E+00,2.9461,235,173,20,255,117
95401.1333,95400.0333,161,3.715,15.49,3.715,9.5237,2.0679,2.0612,2.0244,0.898,-0.51,3.70E-03,2.24E+00,2.9494,238,173,17,255,115
96001.1333,96000.0333,162,3.7,15.55,3.7,9.496,2.0683,2.0634,2.0244,0.8983,-0.5086,3.73E-03,2.24E+00,2.9446,241,174,14,255,113
96601.1333,96600.0333,163,3.715,15.46,3.715,9.5232,2.0681,2.0593,2.0247,0.8977,-0.5107,4.15E-03,2.24E+00,2.9417,235,181,20,255,117
97201.1333,97200.0333,164,3.751,15.49,3.751,9.5952,2.0667,2.0599,2.0254,0.8982,-0.5103,3.94E-03,2.24E+00,2.9446,239,177,16,255,115
97801.1333,97800.0333,165,3.677,15.51,3.677,9.4472,2.0678,2.0557,2.0252,0.8982,-0.5096,3.95E-03,2.24E+00,2.937,239,172,16,255,115
98401.1333,98400.0333,166,3.684,15.53,3.684,9.465,2.069,2.0586,2.0239,0.898,-0.5089,3.68E-03,2.24E+00,2.9392,237,172,18,255,116
99001.1333,99000.0333,167,3.72,15.52,3.72,9.5352,2.0674,2.0533,2.0251,0.8984,-0.5095,3.91E-03,2.24E+00,2.9343,234,170,21,255,118
99601.1333,99600.0333,168,3.676,13.07,3.676,9.4468,2.0749,2.0707,2.0233,0.8952,-0.5166,5.04E-03,2.23E+00,2.9407,237,171,18,255,116
100201.1333,100200.0333,169,3.731,13.12,3.731,9.558,2.0743,2.0647,2.0242,0.8959,-0.5155,4.59E-03,2.24E+00,2.9333,237,172,18,255,116
100801.1333,100800.0333,170,3.619,13.95,3.619,9.3257,2.0725,2.0565,2.03,0.9051,-0.4951,4.52E-03,2.24E+00,2.9134,238,172,17,255,115
101401.1333,101400.0333,171,3.587,17.27,3.587,9.2644,2.064,2.0454,2.0302,0.9123,-0.4724,3.63E-03,2.23E+00,2.8659,237,169,18,255,116
102001.1333,102000.0333,172,3.601,17.44,3.601,9.2912,2.0631,2.0414,2.0304,0.9134,-0.4687,3.57E-03,2.23E+00,2.8629,239,168,16,255,115
102601.1333,102600.0333,173,3.58,14.56,3.58,9.2491,2.0695,2.0572,2.0297,0.9099,-0.4791,4.56E-03,2.22E+00,2.8512,237,173,18,255,116
103201.1333,103200.0333,174,3.482,14.52,3.482,9.0505,2.07,2.0637,2.0294,0.9095,-0.4801,4.57E-03,2.22E+00,2.8528,237,170,18,255,116
103801.1333,103800.0333,175,3.59,14.58,3.59,9.273,2.071,2.0583,2.0282,0.9095,-0.4781,4.49E-03,2.22E+00,2.838,235,173,20,255,117
104401.1333,104400.0333,176,3.61,14.49,3.61,9.3108,2.069,2.0567,2.0292,0.9092,-0.4807,4.72E-03,2.22E+00,2.8453,235,169,20,255,117
105001.1333,105000.0333,177,3.556,14.55,3.556,9.1976,2.069,2.0632,2.0296,0.9098,-0.4796,4.48E-03,2.22E+00,2.8352,234,181,21,255,118
105601.1333,105600.0333,178,3.579,14.57,3.579,9.2463,2.0685,2.0568,2.0301,0.9101,-0.4791,4.48E-03,2.22E+00,2.8344,235,164,20,255,117
106201.1333,106200.0333,179,3.597,14.57,3.597,9.282,2.0682,2.0511,2.0304,0.9102,-0.4792,4.45E-03,2.22E+00,2.8238,239,164,16,255,115
106801.1333,106800.0333,180,3.614,14.53,3.614,9.3199,2.0699,2.0623,2.0281,0.9091,-0.4794,4.57E-03,2.21E+00,2.8306,237,172,18,255,116
107401.1333,107400.0333,181,3.556,14.63,3.556,9.2004,2.0687,2.0567,2.0306,0.9107,-0.4777,4.75E-03,2.22E+00,2.8182,235,168,20,255,117
108001.1333,108000.0333,182,3.567,14.56,3.567,9.2209,2.0677,2.0511,2.0312,0.9104,-0.4798,4.60E-03,2.22E+00,2.8218,235,180,20,255,117
108601.1333,108600.0333,183,3.569,14.76,3.569,9.2222,2.0679,2.0519,2.0305,0.9118,-0.4747,4.71E-03,2.22E+00,2.8132,235,181,20,255,117
109201.1333,109200.0333,184,3.571,17.31,3.571,9.23,2.0636,2.0469,2.0296,0.9122,-0.4711,3.79E-03,2.21E+00,2.8121,235,169,20,255,117
109801.1333,109800.0333,185,3.586,14.75,3.586,9.2586,2.0684,2.0469,2.0309,0.9117,-0.4748,4.25E-03,2.22E+00,2.8103,236,165,19,255,116
110401.1333,110400.0333,186,3.549,17.19,3.549,9.1813,2.0665,2.0306,2.0327,0.9127,-0.475,3.94E-03,2.22E+00,2.8124,239,172,16,255,115
111001.1333,111000.0333,187,3.581,17.21,3.581,9.2481,2.0623,2.0533,2.0304,0.9121,-0.4738,3.72E-03,2.22E+00,2.798,234,175,21,255,118
111601.1333,111600.0333,188,3.62,17.28,3.62,9.3327,2.0633,2.0576,2.0295,0.9122,-0.472,3.82E-03,2.21E+00,2.8026,235,167,20,255,117
112201.1333,112200.0333,189,3.605,17.19,3.605,9.2994,2.0638,2.0614,2.0297,0.9115,-0.4736,4.05E-03,2.21E+00,2.7987,233,171,22,255,118
112801.1333,112800.0333,190,3.618,17.37,3.618,9.3256,2.0626,2.0536,2.0301,0.9129,-0.4702,3.93E-03,2.21E+00,2.8024,237,169,18,255,116
113401.1333,113400.0333,191,3.629,17.32,3.629,9.3455,2.063,2.0541,2.0295,0.9124,-0.4711,3.81E-03,2.21E+00,2.7974,234,180,21,255,118
114001.1333,114000.0333,192,3.582,17.41,3.582,9.2527,2.0633,2.0552,2.0293,0.913,-0.4691,3.57E-03,2.22E+00,2.7905,236,171,19,255,116
114601.1333,114600.0333,193,3.678,17.3,3.678,9.452,2.0629,2.0533,2.0298,0.9125,-0.4716,3.52E-03,2.21E+00,2.7964,237,173,18,255,116
115201.1333,115200.0333,194,3.61,18.35,3.61,9.306,2.0621,2.0544,2.0326,0.9196,-0.4517,3.49E-03,2.22E+00,2.7693,235,165,20,255,117
115801.1333,115800.0333,195,3.534,19.01,3.534,9.1574,2.0601,2.0531,2.0312,0.9226,-0.4387,3.75E-03,2.21E+00,2.7459,233,166,22,255,118
116401.1333,116400.0333,196,3.455,18.89,3.455,9.0021,2.061,2.0567,2.0295,0.9214,-0.4404,3.33E-03,2.21E+00,2.7295,235,167,20,255,117
117001.1333,117000.0333,197,3.464,18.77,3.464,9.0184,2.0605,2.0563,2.0296,0.9208,-0.4427,3.45E-03,2.20E+00,2.7331,237,178,18,255,116
117601.1333,117600.0333,198,3.468,18.98,3.468,9.0262,2.0604,2.0578,2.029,0.9217,-0.4387,3.67E-03,2.20E+00,2.7178,234,181,21,255,118
118201.1333,118200.0333,199,3.471,18.77,3.471,9.0308,2.0599,2.0444,2.0298,0.9209,-0.4427,3.32E-03,2.20E+00,2.7188,235,165,20,255,117
118801.1333,118800.0333,200,3.443,18.85,3.443,8.9729,2.0596,2.0439,2.0306,0.9215,-0.4414,3.23E-03,2.20E+00,2.7091,235,168,20,255,117
119401.1333,119400.0333,201,3.473,19.07,3.473,9.0337,2.0588,2.0448,2.0309,0.9226,-0.4375,3.56E-03,2.20E+00,2.7103,234,178,21,255,118
120001.1333,120000.0333,202,3.536,19.06,3.536,9.1599,2.0574,2.0373,2.0313,0.923,-0.438,3.35E-03,2.20E+00,2.706,235,170,20,255,117
120601.1333,120600.0333,203,3.485,19.03,3.485,9.0537,2.0546,2.02,2.0349,0.924,-0.4396,4.02E-03,2.20E+00,2.7052,237,169,18,255,116
121201.1333,121200.0333,204,3.466,18.99,3.466,9.0182,2.0641,2.0521,2.0312,0.9226,-0.4392,3.36E-03,2.19E+00,2.6997,234,170,21,255,118
121801.1333,121800.0333,205,3.57,18.94,3.57,9.2326,2.0656,2.0554,2.0302,0.9219,-0.4397,3.40E-03,2.20E+00,2.6921,235,168,20,255,117
122401.1333,122400.0333,206,3.505,18.89,3.505,9.0978,2.0597,2.0478,2.0295,0.9215,-0.4404,3.31E-03,2.19E+00,2.696,234,173,21,255,118
123001.1333,123000.0333,207,3.497,18.8,3.497,9.0766,2.0555,2.0216,2.0333,0.9224,-0.4434,3.81E-03,2.20E+00,2.6928,234,165,21,255,118
123601.1333,123600.0333,208,3.485,18.9,3.485,9.0562,2.0575,2.0348,2.0315,0.9222,-0.441,3.40E-03,2.19E+00,2.6975,236,164,19,255,116
124201.1333,124200.0333,209,3.558,18.99,3.558,9.2061,2.0648,2.0505,2.0301,0.9223,-0.439,3.41E-03,2.19E+00,2.6878,233,172,22,255,118
124801.1333,124800.0333,210,3.509,18.88,3.509,9.1057,2.0649,2.0534,2.0309,0.9218,-0.4412,3.21E-03,2.19E+00,2.68,235,176,20,255,117
125401.1333,125400.0333,211,3.519,18.93,3.519,9.1262,2.0641,2.0533,2.0309,0.9222,-0.4402,3.24E-03,2.20E+00,2.6837,234,170,21,255,118
126001.1333,126000.0333,212,3.469,18.91,3.469,9.0247,2.0639,2.0454,2.0319,0.9223,-0.4409,3.49E-03,2.19E+00,2.6756,235,173,20,255,117
126601.1333,126600.0333,213,3.492,18.76,3.492,9.0748,2.0661,2.0558,2.0296,0.9206,-0.4428,3.78E-03,2.19E+00,2.6756,235,165,20,255,117
127201.1333,127200.0333,214,3.464,18.96,3.464,9.0136,2.063,2.0425,2.0323,0.9229,-0.4401,3.21E-03,2.19E+00,2.6731,234,167,21,255,118
127801.1333,127800.0333,215,3.477,18.83,3.477,9.0442,2.0657,2.0496,2.0294,0.9211,-0.4417,3.37E-03,2.19E+00,2.6788,235,172,20,255,117
128401.1333,128400.0333,216,3.501,19.1,3.501,9.0919,2.0655,2.0478,2.0305,0.9227,-0.4369,3.35E-03,2.19E+00,2.6697,235,166,20,255,117
129001.1333,129000.0333,217,3.504,19.03,3.504,9.0993,2.0661,2.0599,2.0297,0.9221,-0.4378,3.32E-03,2.19E+00,2.679,236,162,19,255,116
129601.1333,129600.0333,218,3.467,18.78,3.467,9.0205,2.0647,2.0481,2.0311,0.9213,-0.4429,3.44E-03,2.19E+00,2.6671,234,170,21,255,118
130201.1333,130200.0333,219,3.519,18.89,3.519,9.1281,2.0659,2.0566,2.03,0.9215,-0.4405,3.56E-03,2.19E+00,2.6674,234,166,21,255,118
130801.1333,130800.0333,220,3.528,18.99,3.528,9.1438,2.0641,2.0472,2.0317,0.9226,-0.4392,3.35E-03,2.19E+00,2.67,234,170,21,255,118
131401.1333,131400.0333,221,3.511,19.37,3.511,9.11,2.0638,2.0541,2.0324,0.9248,-0.4328,3.17E-03,2.19E+00,2.6541,235,177,20,255,117
132001.1333,132000.0333,222,3.42,20.29,3.42,8.9292,2.0557,2.049,2.0307,0.9287,-0.4167,3.82E-03,2.19E+00,2.6252,234,169,21,255,118
132601.1333,132600.0333,223,3.507,19.99,3.507,9.1146,2.0566,2.0491,2.0297,0.9269,-0.4213,3.98E-03,2.18E+00,2.6208,235,175,20,255,117
133201.1333,133200.0333,224,3.413,20.2,3.413,8.9166,2.0554,2.0464,2.0304,0.9279,-0.4177,3.26E-03,2.18E+00,2.6158,235,171,20,255,117
133801.1333,133800.0333,225,3.402,20.34,3.402,8.8901,2.0541,2.0421,2.0314,0.9291,-0.4159,3.02E-03,2.18E+00,2.611,235,169,20,255,117
134401.1333,134400.0333,226,3.381,20.34,3.381,8.8492,2.0551,2.045,2.0303,0.9286,-0.4155,3.31E-03,2.18E+00,2.6049,235,167,20,255,117
135001.1333,135000.0333,227,3.439,20.13,3.439,8.9693,2.0555,2.0468,2.0305,0.9275,-0.4189,3.45E-03,2.18E+00,2.5994,235,166,20,255,117
135601.1333,135600.0333,228,3.5,20.37,3.5,9.1028,2.0555,2.0483,2.03,0.9286,-0.4149,3.54E-03,2.18E+00,2.5929,233,180,22,255,118
136201.1333,136200.0333,229,3.413,20.39,3.413,8.9181,2.0553,2.0485,2.0297,0.9286,-0.4144,3.09E-03,2.17E+00,2.5907,235,168,20,255,117
136801.1333,136800.0333,230,3.412,20.37,3.412,8.9136,2.0553,2.0484,2.0298,0.9286,-0.4149,3.62E-03,2.18E+00,2.5903,232,163,23,255,119
137401.1333,137400.0333,231,3.443,20.27,3.443,8.9768,2.0551,2.0461,2.0302,0.9283,-0.4167,3.12E-03,2.17E+00,2.5832,237,164,18,255,116
138001.1333,138000.0333,232,3.401,20.25,3.401,8.8899,2.0534,2.0426,2.0313,0.9287,-0.4174,3.12E-03,2.17E+00,2.5944,232,173,23,255,119
138601.1333,138600.0333,233,3.416,20.42,3.416,8.921,2.0536,2.0364,2.0319,0.9294,-0.4147,3.15E-03,2.18E+00,2.5824,234,163,21,255,118
139201.1333,139200.0333,234,3.404,20.21,3.404,8.8998,2.0548,2.042,2.0306,0.9279,-0.4176,3.45E-03,2.17E+00,2.58,235,164,20,255,117
139801.1333,139800.0333,235,3.423,20.21,3.423,8.9385,2.0545,2.0414,2.0307,0.9281,-0.4176,3.09E-03,2.17E+00,2.5773,235,169,20,255,117
140401.1333,140400.0333,236,3.394,20.2,3.394,8.8786,2.0553,2.0411,2.0292,0.9276,-0.4174,3.38E-03,2.17E+00,2.5768,233,165,22,255,118
141001.1333,141000.0333,237,3.425,20.26,3.425,8.938,2.0524,2.0296,2.0323,0.9291,-0.4174,3.20E-03,2.17E+00,2.5774,235,167,20,255,117
141601.1333,141600.0333,238,3.387,20.46,3.387,8.8637,2.0538,2.0376,2.0311,0.9295,-0.4138,3.11E-03,2.17E+00,2.5732,235,169,20,255,117
142201.1333,142200.0333,239,3.315,20.16,3.315,8.7202,2.0553,2.0406,2.0302,0.9276,-0.4184,3.44E-03,2.17E+00,2.5763,235,168,20,255,117
142801.1333,142800.0333,240,3.423,20.24,3.423,8.9387,2.0555,2.0404,2.0291,0.9278,-0.4168,3.19E-03,2.17E+00,2.5696,233,163,22,255,118
143401.1333,143400.0333,241,3.426,20.39,3.426,8.9415,2.055,2.0416,2.0303,0.9287,-0.4146,3.17E-03,2.17E+00,2.5701,234,167,21,255,118
144001.1333,144000.0333,242,3.417,20.25,3.417,8.9244,2.0552,2.042,2.0292,0.9279,-0.4166,3.08E-03,2.17E+00,2.5674,233,172,22,255,118
144601.1333,144600.0333,243,3.426,20.24,3.426,8.9396,2.0533,2.016,2.032,0.9287,-0.4177,3.42E-03,2.17E+00,2.5697,235,166,20,255,117
145201.1333,145200.0333,244,3.395,20.38,3.395,8.8758,2.0514,2.0148,2.033,0.93,-0.4158,3.18E-03,2.17E+00,2.5666,233,167,22,255,118
145801.1333,145800.0333,245,3.429,20.44,3.429,8.9472,2.0547,2.043,2.0302,0.929,-0.4137,3.41E-03,2.17E+00,2.5624,235,174,20,255,117
146401.1333,146400.0333,246,3.419,20.27,3.419,8.927,2.0521,2.0166,2.033,0.9293,-0.4176,3.44E-03,2.17E+00,2.5667,233,165,22,255,118
147001.1333,147000.0333,247,3.418,20.21,3.418,8.9285,2.0549,2.0419,2.0306,0.928,-0.4175,3.57E-03,2.17E+00,2.559,232,172,23,255,119
147601.1333,147600.0333,248,3.391,20.31,3.391,8.8703,2.059,2.0541,2.0317,0.929,-0.4165,3.19E-03,2.17E+00,2.558,233,162,22,255,118
148201.1333,148200.0333,249,3.432,21.17,3.432,8.9523,2.058,2.0529,2.0329,0.9331,-0.4031,3.15E-03,2.17E+00,2.5438,234,165,21,255,118
148801.1333,148800.0333,250,3.378,21.56,3.378,8.8474,2.0579,2.0525,2.0303,0.9337,-0.3963,3.08E-03,2.16E+00,2.5199,239,170,16,255,115
