Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data            Data
149401.1333,149400.0333,251,3.327,21.53,3.327,8.7481,2.0572,2.0509,2.0307,0.9334,-0.3967,3.62E-03,2.16E+00,2.5211,238,175,17,255,115
150001.1333,150000.0333,252,3.34,21.6,3.34,8.7715,2.0561,2.0416,2.0303,0.9339,-0.3957,3.22E-03,2.16E+00,2.5082,234,166,21,255,118
150601.1333,150600.0333,253,3.346,21.62,3.346,8.7831,2.0569,2.0509,2.03,0.9336,-0.3951,3.62E-03,2.16E+00,2.5108,233,171,22,255,118
151201.1333,151200.0333,254,3.316,21.72,3.316,8.7235,2.0571,2.0483,2.0293,0.934,-0.3935,3.36E-03,2.15E+00,2.5093,238,168,17,255,115
151801.1333,151800.0333,255,3.289,21.71,3.289,8.6652,2.0554,2.0393,2.031,0.9346,-0.3943,3.27E-03,2.16E+00,2.4998,235,167,20,255,117
152401.1333,152400.0333,256,3.442,21.6,3.442,8.9819,2.0482,2.0439,2.0313,0.9344,-0.396,3.22E-03,2.16E+00,2.4992,236,167,19,255,116
153001.1333,153000.0333,257,3.473,21.51,3.473,9.0507,2.0482,2.0495,2.032,0.9344,-0.3979,3.84E-03,2.16E+00,2.4914,236,160,19,255,116
153601.1333,153600.0333,258,3.339,21.61,3.339,8.7668,2.0486,2.0458,2.032,0.9344,-0.3958,3.42E-03,2.15E+00,2.4995,235,168,20,255,117
154201.1333,154200.0333,259,3.294,21.71,3.294,8.6792,2.0491,2.0401,2.0311,0.9347,-0.3943,3.52E-03,2.15E+00,2.4849,236,171,19,255,116
154801.1333,154800.0333,260,3.346,21.7,3.346,8.7829,2.0487,2.0414,2.0311,0.9345,-0.3943,3.60E-03,2.15E+00,2.4855,234,166,21,255,118
155401.1333,155400.0333,261,3.349,21.63,3.349,8.7885,2.0483,2.0442,2.031,0.9342,-0.3955,3.87E-03,2.15E+00,2.4867,236,168,19,255,116
156001.1333,156000.0333,262,3.307,21.74,3.307,8.7024,2.0479,2.0411,2.0314,0.9349,-0.394,3.32E-03,2.15E+00,2.4893,237,166,18,255,116
156601.1333,156600.0333,263,3.449,21.79,3.449,9.0056,2.0497,2.0492,2.0301,0.9346,-0.3928,3.00E-03,2.15E+00,2.4765,235,168,20,255,117
157201.1333,157200.0333,264,3.394,21.78,3.394,8.8853,2.0495,2.0457,2.0304,0.9345,-0.3929,3.29E-03,2.15E+00,2.476,235,169,20,255,117
157801.1333,157800.0333,265,3.301,21.63,3.301,8.6893,2.0485,2.0406,2.0308,0.9343,-0.3955,3.15E-03,2.15E+00,2.4793,233,165,22,255,118
158401.1333,158400.0333,266,3.305,21.78,3.305,8.7032,2.0496,2.0355,2.0298,0.9344,-0.3929,3.20E-03,2.15E+00,2.4724,234,167,21,255,118
159001.1333,159000.0333,267,3.428,21.81,3.428,8.9581,2.0492,2.0435,2.0306,0.9347,-0.3926,3.05E-03,2.15E+00,2.47,233,163,22,255,118
159601.1333,159600.0333,268,3.321,21.86,3.321,8.7345,2.0498,2.047,2.0299,0.9347,-0.3917,3.38E-03,2.15E+00,2.4687,235,175,20,255,117
160201.1333,160200.0333,269,3.42,21.73,3.42,8.9379,2.0495,2.0398,2.0302,0.9343,-0.3936,3.10E-03,2.14E+00,2.4757,237,170,18,255,116
160801.1333,160800.0333,270,3.309,21.81,3.309,8.7104,2.0496,2.0456,2.03,0.9344,-0.3924,3.78E-03,2.15E+00,2.4655,238,175,17,255,115
161401.1333,161400.0333,271,3.464,21.26,3.464,9.0407,2.0504,2.0493,2.0291,0.9323,-0.4006,4.11E-03,2.15E+00,2.4656,237,163,18,255,116
162001.1333,162000.0333,272,3.312,21.68,3.312,8.7195,2.0493,2.0466,2.0307,0.9341,-0.3945,3.33E-03,2.15E+00,2.4662,237,169,18,255,116
162601.1333,162600.0333,273,3.344,21.86,3.344,8.7793,2.0497,2.0407,2.0306,0.9348,-0.3919,3.03E-03,2.15E+00,2.4592,235,162,20,255,117
163201.1333,163200.0333,274,3.364,21.79,3.364,8.8194,2.0495,2.0425,2.0297,0.9345,-0.3927,3.05E-03,2.15E+00,2.4579,235,165,20,255,117
163801.1333,163800.0333,275,3.307,21.77,3.307,8.7035,2.048,2.0337,2.0314,0.935,-0.3935,3.04E-03,2.15E+00,2.4639,237,165,18,255,116
164401.1333,164400.0333,276,3.352,21.59,3.352,8.797,2.0497,2.0399,2.0306,0.9337,-0.3957,3.45E-03,2.14E+00,2.4626,237,163,18,255,116
165001.1333,165000.0333,277,3.337,21.75,3.337,8.7667,2.0497,2.0457,2.03,0.9342,-0.3932,2.62E-03,2.15E+00,2.4575,239,174,16,255,115
165601.1333,165600.0333,278,3.259,21.87,3.259,8.6083,2.0496,2.0385,2.0297,0.9349,-0.3916,3.30E-03,2.15E+00,2.449,235,168,20,255,117
166201.1333,166200.0333,279,3.312,22.07,3.312,8.7167,2.0484,2.0374,2.0297,0.9356,-0.3887,3.18E-03,2.14E+00,2.4496,235,167,20,255,117
166801.1333,166800.0333,280,3.407,21.79,3.407,8.9179,2.0498,2.0422,2.0292,0.934,-0.3924,3.83E-03,2.14E+00,2.4477,235,163,20,255,117
167401.1333,167400.0333,281,3.347,22.15,3.347,8.7806,2.0444,2.0394,2.0339,0.9373,-0.3887,3.30E-03,2.15E+00,2.4428,237,170,18,255,116
168001.1333,168000.0333,282,3.43,22.12,3.43,8.9589,2.0447,2.0405,2.0331,0.9371,-0.3891,3.12E-03,2.15E+00,2.444,239,163,16,255,115
168601.1333,168600.0333,283,3.306,22.1,3.306,8.7012,2.045,2.0446,2.0331,0.937,-0.3893,3.39E-03,2.14E+00,2.4464,238,167,17,255,115
169201.1333,169200.0333,284,3.278,22.31,3.278,8.6451,2.0476,2.0325,2.0305,0.9367,-0.3854,3.00E-03,2.14E+00,2.4294,240,161,15,255,114
169801.1333,169800.0333,285,3.328,22.15,3.328,8.7459,2.0451,2.0436,2.0337,0.9371,-0.3885,3.26E-03,2.14E+00,2.4366,236,166,19,255,116
170401.1333,170400.0333,286,3.309,22.28,3.309,8.7078,2.0446,2.0451,2.033,0.9377,-0.3867,3.24E-03,2.14E+00,2.4387,237,164,18,255,116
171001.1333,171000.0333,287,3.301,22.12,3.301,8.6919,2.0448,2.0458,2.0333,0.937,-0.3891,4.16E-03,2.14E+00,2.4365,238,174,17,255,115
171601.1333,171600.0333,288,3.325,22.17,3.325,8.7358,2.045,2.0468,2.0334,0.9372,-0.3883,3.23E-03,2.14E+00,2.4356,237,166,18,255,116
172201.1333,172200.0333,289,3.328,21.98,3.328,8.7533,2.0501,2.0494,2.0287,0.9347,-0.3895,3.24E-03,2.14E+00,2.4299,239,170,16,255,115
172801.1333,172800.0333,290,3.316,22,3.316,8.7211,2.0454,2.0419,2.0333,0.9364,-0.3905,3.26E-03,2.14E+00,2.4335,239,170,16,255,115
173401.1333,173400.0333,291,3.367,22.31,3.367,8.8257,2.0453,2.0413,2.0336,0.9375,-0.3861,3.20E-03,2.14E+00,2.4322,235,166,20,255,117
174001.1333,174000.0333,292,3.322,22.07,3.322,8.7345,2.0452,2.047,2.0327,0.9366,-0.3896,3.37E-03,2.14E+00,2.4271,241,169,14,255,113
174601.1333,174600.0333,293,3.358,22.18,3.358,8.8054,2.0452,2.0488,2.0331,0.9371,-0.388,3.43E-03,2.14E+00,2.4293,237,166,18,255,116
175201.1333,175200.0333,294,3.337,22.23,3.337,8.7645,2.045,2.0432,2.0328,0.9373,-0.3873,3.20E-03,2.14E+00,2.4313,237,163,18,255,116
175801.1333,175800.0333,295,3.342,22.08,3.342,8.7731,2.0455,2.0423,2.0319,0.9364,-0.3891,3.65E-03,2.14E+00,2.4256,237,173,18,255,116
176401.1333,176400.0333,296,3.323,22.04,3.323,8.741,2.0486,2.0332,2.0299,0.9354,-0.389,3.47E-03,2.14E+00,2.4195,236,171,19,255,116
177001.1333,177000.0333,297,3.306,22.42,3.306,8.7062,2.0536,2.0536,2.0304,0.9371,-0.3838,3.18E-03,2.14E+00,2.4135,237,165,18,255,116
177601.1333,177600.0333,298,3.395,22.28,3.395,8.8977,2.0496,2.043,2.0284,0.9356,-0.3851,3.33E-03,2.13E+00,2.41,236,172,19,255,116
178201.1333,178200.0333,299,3.309,22.55,3.309,8.7111,2.0447,2.0431,2.0327,0.9382,-0.3826,3.24E-03,2.14E+00,2.4058,237,171,18,255,116
178801.1333,178800.0333,300,3.32,22.42,3.32,8.7318,2.0467,2.0264,2.0308,0.937,-0.3838,3.37E-03,2.13E+00,2.4102,237,163,18,255,116
179401.1333,179400.0333,301,3.369,22.49,3.369,8.8324,2.0441,2.0443,2.0328,0.9381,-0.3834,3.54E-03,2.14E+00,2.4085,237,171,18,255,116
180001.1333,180000.0333,302,3.305,22.27,3.305,8.7043,2.0491,2.0319,2.0288,0.9357,-0.3853,3.32E-03,2.13E+00,2.4061,237,171,18,255,116
180601.1333,180600.0333,303,3.337,22.48,3.337,8.7651,2.0441,2.0397,2.033,0.9383,-0.3837,3.22E-03,2.14E+00,2.4059,237,166,18,255,116
181201.1333,181200.0333,304,3.312,22.53,3.312,8.7142,2.0462,2.0103,2.0308,0.9374,-0.3822,3.34E-03,2.13E+00,2.3993,235,167,20,255,117
181801.1333,181800.0333,305,3.333,22.64,3.333,8.7606,2.0532,2.0449,2.0296,0.9375,-0.3804,3.21E-03,2.13E+00,2.3975,238,171,17,255,115
182401.1333,182400.0333,306,3.349,22.3,3.349,8.7893,2.0453,2.0095,2.0317,0.9369,-0.3858,4.01E-03,2.13E+00,2.4029,239,170,16,255,115
183001.1333,183000.0333,307,3.319,22.48,3.319,8.7306,2.0455,2.011,2.0316,0.9377,-0.3834,3.44E-03,2.13E+00,2.4005,235,167,20,255,117
183601.1333,183600.0333,308,3.313,22.52,3.313,8.7226,2.0463,2.0322,2.0312,0.9376,-0.3825,3.32E-03,2.13E+00,2.399,238,168,17,255,115
184201.1333,184200.0333,309,3.334,22.34,3.334,8.7628,2.0486,2.0335,2.0285,0.9359,-0.3843,3.24E-03,2.13E+00,2.3987,237,169,18,255,116
184801.1333,184800.0333,310,3.278,22.55,3.278,8.6528,2.046,2.0301,2.0312,0.9377,-0.3821,3.43E-03,2.13E+00,2.3959,237,166,18,255,116
185401.1333,185400.0333,311,3.352,22.48,3.352,8.7958,2.0464,2.0267,2.0311,0.9373,-0.383,3.43E-03,2.13E+00,2.4032,235,167,20,255,117
186001.1333,186000.0333,312,3.335,22.67,3.335,8.7621,2.0447,2.0256,2.0329,0.9386,-0.3808,3.10E-03,2.13E+00,2.3967,235,168,20,255,117
186601.1333,186600.0333,313,3.309,22.27,3.309,8.7092,2.0475,2.0298,2.0298,0.9362,-0.3857,3.45E-03,2.13E+00,2.3903,235,166,20,255,117
187201.1333,187200.0333,314,3.228,22.32,3.228,8.5491,2.0464,2.0303,2.0308,0.9368,-0.3853,3.48E-03,2.13E+00,2.3892,237,168,18,255,116
187801.1333,187800.0333,315,3.348,22.42,3.348,8.7924,2.0455,2.0086,2.0323,0.9374,-0.3841,3.90E-03,2.13E+00,2.3936,239,166,16,255,115
188401.1333,188400.0333,316,3.306,22.2,3.306,8.71,2.0472,2.0348,2.0295,0.9359,-0.3867,3.99E-03,2.13E+00,2.3898,235,176,20,255,117
189001.1333,189000.0333,317,3.253,22.48,3.253,8.6077,2.055,2.0447,2.0279,0.9361,-0.382,3.66E-03,2.12E+00,2.3818,237,169,18,255,116
189601.1333,189600.0333,318,3.27,22.77,3.27,8.6378,2.0538,2.0373,2.0288,0.9375,-0.3782,3.51E-03,2.12E+00,2.3861,238,172,17,255,115
190201.1333,190200.0333,319,3.316,22.89,3.316,8.721,2.0424,2.0257,2.0336,0.9398,-0.3782,3.49E-03,2.13E+00,2.3822,235,160,20,255,117
190801.1333,190800.0333,320,3.307,22.77,3.307,8.7068,2.0434,2.0094,2.0322,0.9391,-0.3796,3.45E-03,2.13E+00,2.3799,237,167,18,255,116
191401.1333,191400.0333,321,3.293,22.82,3.293,8.6787,2.0518,2.0157,2.0301,0.9383,-0.378,3.70E-03,2.12E+00,2.3763,236,168,19,255,116
192001.1333,192000.0333,322,3.271,22.9,3.271,8.6371,2.0532,2.0385,2.029,0.938,-0.3765,3.49E-03,2.13E+00,2.3695,239,165,16,255,115
192601.1333,192600.0333,323,3.291,22.68,3.291,8.6781,2.0538,2.0385,2.0278,0.9369,-0.3793,3.71E-03,2.12E+00,2.3766,235,166,20,255,117
193201.1333,193200.0333,324,3.31,23.01,3.31,8.7122,2.0489,2.0107,2.0328,0.94,-0.3762,3.31E-03,2.13E+00,2.3723,236,166,19,255,116
193801.1333,193800.0333,325,3.295,22.72,3.295,8.686,2.0533,2.0448,2.0282,0.9373,-0.379,3.32E-03,2.12E+00,2.3777,235,166,20,255,117
194401.1333,194400.0333,326,3.293,22.86,3.293,8.6796,2.052,2.0341,2.0293,0.9382,-0.3774,3.46E-03,2.12E+00,2.3678,237,167,18,255,116
195001.1333,195000.0333,327,3.313,22.85,3.313,8.7253,2.0535,2.045,2.0274,0.9374,-0.3769,3.38E-03,2.12E+00,2.3672,240,164,15,255,114
195601.1333,195600.0333,328,3.275,22.72,3.275,8.6466,2.0546,2.0429,2.0272,0.9368,-0.3786,3.55E-03,2.12E+00,2.3632,237,163,18,255,116
196201.1333,196200.0333,329,3.317,22.9,3.317,8.7266,2.05,2.033,2.0307,0.939,-0.3774,3.54E-03,2.12E+00,2.3668,235,164,20,255,117
196801.1333,196800.0333,330,3.303,22.88,3.303,8.6965,2.0438,2.0308,2.0324,0.9393,-0.3779,3.38E-03,2.12E+00,2.37,233,166,22,255,118
197401.1333,197400.0333,331,3.28,22.7,3.28,8.6541,2.0519,2.0307,2.0301,0.9378,-0.3798,3.74E-03,2.12E+00,2.364,237,165,18,255,116
198001.1333,198000.0333,332,3.305,22.66,3.305,8.701,2.0495,2.0147,2.0327,0.9386,-0.381,3.52E-03,2.12E+00,2.363,237,171,18,255,116
198601.1333,198600.0333,333,3.269,22.53,3.269,8.6332,2.0531,2.0405,2.0291,0.9368,-0.3817,4.15E-03,2.12E+00,2.361,239,166,16,255,115
199201.1333,199200.0333,334,3.301,22.69,3.301,8.6979,2.0525,2.0451,2.0291,0.9375,-0.3797,3.71E-03,2.12E+00,2.3712,236,166,19,255,116
199801.1333,199800.0333,335,3.306,22.82,3.306,8.7086,2.0515,2.0334,2.0297,0.9382,-0.3781,3.42E-03,2.12E+00,2.364,238,165,17,255,115
200401.1333,200400.0333,336,3.267,22.68,3.267,8.6267,2.051,2.0351,2.0307,0.938,-0.3801,3.67E-03,2.12E+00,2.3598,235,168,20,255,117
201001.1333,201000.0333,337,3.249,22.77,3.249,8.5897,2.0509,2.0288,2.0311,0.9384,-0.379,3.72E-03,2.12E+00,2.3619,237,164,18,255,116
201601.1333,201600.0333,338,3.271,22.73,3.271,8.6353,2.0496,2.0133,2.0327,0.9387,-0.3799,3.94E-03,2.12E+00,2.3607,235,161,20,255,117
202201.1333,202200.0333,339,3.301,22.8,3.301,8.6989,2.05,2.0143,2.0311,0.9386,-0.3787,3.61E-03,2.12E+00,2.3623,237,168,18,255,116
202801.1333,202800.0333,340,3.31,22.72,3.31,8.7139,2.0801,2.0752,2.0302,0.9379,-0.3794,3.74E-03,2.12E+00,2.3576,236,169,19,255,116             2.0215
203401.1333,203400.0333,341,3.387,22.7,3.387,8.8839,2.0803,2.0775,2.0296,0.9378,-0.3797,3.98E-03,2.12E+00,2.357,240,167,15,255,114
204001.1333,204000.0333,342,3.245,22.69,3.245,8.5828,2.0807,2.0739,2.03,0.9377,-0.3798,3.55E-03,2.12E+00,2.353,239,165,16,255,115
204601.1333,204600.0333,343,3.326,22.67,3.326,8.7495,2.0803,2.074,2.0294,0.9377,-0.3801,4.10E-03,2.12E+00,2.3541,241,172,14,255,113
205201.1333,205200.0333,344,3.235,22.6,3.235,8.5641,2.0822,2.0733,2.0282,0.9368,-0.3806,3.53E-03,2.12E+00,2.3504,237,163,18,255,116
205801.1333,205800.0333,345,3.308,22.77,3.308,8.7161,2.0808,2.0699,2.0296,0.9377,-0.3785,4.32E-03,2.12E+00,2.3572,239,168,16,255,115
206401.1333,206400.0333,346,3.283,22.92,3.283,8.6611,2.0796,2.069,2.03,0.9387,-0.3767,3.43E-03,2.12E+00,2.3564,239,171,16,255,115
207001.1333,207000.0333,347,3.368,22.93,3.368,8.8361,2.0794,2.0704,2.0305,0.9388,-0.3767,2.94E-03,2.12E+00,2.3499,241,168,14,255,113
207601.1333,207600.0333,348,3.304,22.71,3.304,8.7061,2.0818,2.0723,2.0278,0.9371,-0.3789,3.59E-03,2.11E+00,2.3564,237,168,18,255,116
208201.1333,208200.0333,349,3.232,22.97,3.232,8.5539,2.0791,2.0663,2.0311,0.939,-0.3762,3.52E-03,2.12E+00,2.3481,238,170,17,255,115
208801.1333,208800.0333,350,3.283,22.82,3.283,8.6593,2.0796,2.0711,2.0311,0.9384,-0.3782,3.76E-03,2.12E+00,2.3484,235,166,20,255,117
209401.1333,209400.0333,351,3.357,22.88,3.357,8.8112,2.0805,2.0708,2.0295,0.9382,-0.377,3.68E-03,2.11E+00,2.3473,239,167,16,255,115
210001.1333,210000.0333,352,3.283,22.84,3.283,8.6608,2.0801,2.0671,2.0297,0.9382,-0.3777,3.58E-03,2.12E+00,2.3398,236,172,19,255,116
210601.1333,210600.0333,353,3.31,22.74,3.31,8.7152,2.0794,2.0656,2.0295,0.9378,-0.379,3.88E-03,2.12E+00,2.3495,241,165,14,255,113
211201.1333,211200.0333,354,3.303,22.81,3.303,8.7044,2.0804,2.0713,2.0297,0.938,-0.378,3.78E-03,2.12E+00,2.3385,243,172,12,255,112
211801.1333,211800.0333,355,3.294,22.71,3.294,8.6837,2.0804,2.0734,2.0289,0.9374,-0.3793,3.79E-03,2.12E+00,2.3447,238,169,17,255,115
212401.1333,212400.0333,356,3.237,22.87,3.237,8.5678,2.0802,2.0735,2.0296,0.9383,-0.3773,3.90E-03,2.12E+00,2.3419,238,164,17,255,115
213001.1333,213000.0333,357,3.28,23.03,3.28,8.6574,2.0806,2.0761,2.0292,0.9386,-0.375,3.32E-03,2.11E+00,2.3389,238,171,17,255,115
213601.1333,213600.0333,358,3.284,22.97,3.284,8.6712,2.0813,2.0764,2.0279,0.9379,-0.3753,3.84E-03,2.11E+00,2.3413,240,170,15,255,114
214201.1333,214200.0333,359,3.249,22.66,3.249,8.5915,2.0459,2.0431,2.0291,0.9373,-0.3799,3.81E-03,2.12E+00,2.3386,237,170,18,255,116
214801.1333,214800.0333,360,3.297,22.9,3.297,8.6884,2.0443,2.0359,2.0302,0.9385,-0.3769,3.38E-03,2.11E+00,2.3444,237,166,18,255,116
215401.1333,215400.0333,361,3.295,22.65,3.295,8.6893,2.0465,2.0433,2.0276,0.9367,-0.3797,4.01E-03,2.11E+00,2.3373,236,165,19,255,116
216001.1333,216000.0333,362,3.37,22.72,3.37,8.8443,2.0448,2.0425,2.0303,0.9378,-0.3794,5.08E-03,2.11E+00,2.3349,240,173,15,255,114
216601.1333,216600.0333,363,3.274,22.72,3.274,8.6395,2.0447,2.0352,2.0306,0.9379,-0.3795,4.44E-03,2.11E+00,2.3377,239,158,16,255,115
217201.1333,217200.0333,364,3.235,22.8,3.235,8.5688,2.0456,2.0418,2.0295,0.9379,-0.3781,3.94E-03,2.11E+00,2.3332,239,170,16,255,115
217801.1333,217800.0333,365,3.268,22.8,3.268,8.6328,2.0462,2.0371,2.0281,0.9375,-0.3778,3.99E-03,2.11E+00,2.3363,236,165,19,255,116
218401.1333,218400.0333,366,3.258,22.64,3.258,8.6144,2.0465,2.0402,2.028,0.9368,-0.3798,3.93E-03,2.11E+00,2.3334,238,159,17,255,115
219001.1333,219000.0333,367,3.323,22.9,3.323,8.7424,2.0452,2.0421,2.0295,0.9381,-0.3767,3.81E-03,2.11E+00,2.337,237,163,18,255,116
219601.1333,219600.0333,368,3.268,22.87,3.268,8.6321,2.046,2.0367,2.0286,0.9376,-0.3767,3.82E-03,2.11E+00,2.3283,239,168,16,255,115
220201.1333,220200.0333,369,3.278,22.6,3.278,8.6459,2.0432,2.0332,2.031,0.9378,-0.3814,4.26E-03,2.11E+00,2.3394,237,175,18,255,116
220801.1333,220800.0333,370,3.256,22.8,3.256,8.6074,2.0448,2.0364,2.0287,0.9377,-0.3779,3.78E-03,2.11E+00,2.3243,236,166,19,255,116
221401.1333,221400.0333,371,3.229,22.78,3.229,8.553,2.0454,2.0395,2.0292,0.9377,-0.3782,3.89E-03,2.11E+00,2.3317,237,171,18,255,116
222001.1333,222000.0333,372,3.24,22.8,3.24,8.5798,2.0475,2.0435,2.0265,0.9368,-0.3773,4.12E-03,2.11E+00,2.328,236,159,19,255,116
222601.1333,222600.0333,373,3.294,23.15,3.294,8.6806,2.044,2.0351,2.0307,0.9393,-0.3735,3.55E-03,2.11E+00,2.335,239,165,16,255,115
223201.1333,223200.0333,374,3.362,22.97,3.362,8.8312,2.0449,2.0399,2.0292,0.9384,-0.3757,3.90E-03,2.11E+00,2.3241,237,173,18,255,116
223801.1333,223800.0333,375,3.26,22.79,3.26,8.6131,2.0439,2.0318,2.0302,0.9382,-0.3785,4.00E-03,2.11E+00,2.333,238,165,17,255,115
224401.1333,224400.0333,376,3.236,22.85,3.236,8.5655,2.044,2.0327,2.0293,0.9382,-0.3774,3.82E-03,2.11E+00,2.326,237,167,18,255,116             2.0536
